framework,seed,batch_size,first_epoch_time_s,steady_epoch_time,final_test_acc,final_training_acc
jax,42,64,29.490992784500122,7.323945760726929,0.9208571314811707,92.70165538670334
jax,42,256,17.405189037322998,2.353691339492798,0.87628573179245,87.17477097805319
jax,42,1024,19.13681983947754,0.6901102066040039,0.7621428370475769,72.94951695565992
torch,42,64,3.147911787033081,0.7257404327392578,0.9612857142857143,96.503508991232
torch,42,256,0.9353957176208496,0.8509955406188965,0.97,97.56424221861104
torch,42,1024,0.3942747116088867,0.36956143379211426,0.9715714285714285,97.54281326452258
