2026-01-23 20:44:18 | INFO | Starting run 5 with seed = 5
2026-01-23 20:44:18 | INFO | Total Epochs = 3
2026-01-23 20:44:18 | INFO | Total iterations = 177
2026-01-23 20:44:18 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 1/177| loss=2.303228 | acc=9.18%
2026-01-23 20:44:18 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 2/177| loss=2.269491 | acc=24.61%
2026-01-23 20:44:18 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 3/177| loss=2.228737 | acc=42.29%
2026-01-23 20:44:18 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 4/177| loss=2.191538 | acc=54.49%
2026-01-23 20:44:18 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 5/177| loss=2.135055 | acc=66.11%
2026-01-23 20:44:18 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 6/177| loss=2.079355 | acc=68.95%
2026-01-23 20:44:18 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 7/177| loss=2.000604 | acc=73.83%
2026-01-23 20:44:18 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 8/177| loss=1.936372 | acc=71.68%
2026-01-23 20:44:18 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 9/177| loss=1.850412 | acc=73.54%
2026-01-23 20:44:18 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 10/177| loss=1.755211 | acc=71.58%
2026-01-23 20:44:18 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 11/177| loss=1.633353 | acc=75.29%
2026-01-23 20:44:18 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 12/177| loss=1.537587 | acc=72.66%
2026-01-23 20:44:18 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 13/177| loss=1.451255 | acc=74.32%
2026-01-23 20:44:19 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 14/177| loss=1.385125 | acc=74.51%
2026-01-23 20:44:19 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 15/177| loss=1.251661 | acc=77.25%
2026-01-23 20:44:19 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 16/177| loss=1.163897 | acc=79.59%
2026-01-23 20:44:19 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 17/177| loss=1.074189 | acc=79.88%
2026-01-23 20:44:19 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 18/177| loss=0.974233 | acc=80.27%
2026-01-23 20:44:19 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 19/177| loss=0.945152 | acc=80.47%
2026-01-23 20:44:19 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 20/177| loss=0.875823 | acc=79.69%
2026-01-23 20:44:19 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 21/177| loss=0.813144 | acc=81.54%
2026-01-23 20:44:19 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 22/177| loss=0.769118 | acc=81.74%
2026-01-23 20:44:19 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 23/177| loss=0.736399 | acc=81.64%
2026-01-23 20:44:19 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 24/177| loss=0.619604 | acc=84.08%
2026-01-23 20:44:19 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 25/177| loss=0.631999 | acc=83.50%
2026-01-23 20:44:19 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 26/177| loss=0.579774 | acc=84.86%
2026-01-23 20:44:19 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 27/177| loss=0.562286 | acc=84.96%
2026-01-23 20:44:19 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 28/177| loss=0.533444 | acc=83.50%
2026-01-23 20:44:19 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 29/177| loss=0.568330 | acc=83.69%
2026-01-23 20:44:19 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 30/177| loss=0.488707 | acc=87.11%
2026-01-23 20:44:20 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 31/177| loss=0.510005 | acc=85.16%
2026-01-23 20:44:20 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 32/177| loss=0.452927 | acc=87.40%
2026-01-23 20:44:20 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 33/177| loss=0.457271 | acc=86.82%
2026-01-23 20:44:20 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 34/177| loss=0.440725 | acc=87.21%
2026-01-23 20:44:20 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 35/177| loss=0.400828 | acc=87.70%
2026-01-23 20:44:20 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 36/177| loss=0.396633 | acc=88.48%
2026-01-23 20:44:20 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 37/177| loss=0.441507 | acc=86.91%
2026-01-23 20:44:20 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 38/177| loss=0.432772 | acc=88.28%
2026-01-23 20:44:20 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 39/177| loss=0.376819 | acc=88.28%
2026-01-23 20:44:20 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 40/177| loss=0.445553 | acc=86.23%
2026-01-23 20:44:20 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 41/177| loss=0.379255 | acc=89.06%
2026-01-23 20:44:20 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 42/177| loss=0.401393 | acc=87.60%
2026-01-23 20:44:20 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 43/177| loss=0.418798 | acc=86.52%
2026-01-23 20:44:20 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 44/177| loss=0.378112 | acc=88.48%
2026-01-23 20:44:20 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 45/177| loss=0.394962 | acc=89.45%
2026-01-23 20:44:20 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 46/177| loss=0.371359 | acc=89.84%
2026-01-23 20:44:20 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 47/177| loss=0.350607 | acc=89.65%
2026-01-23 20:44:20 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 48/177| loss=0.357269 | acc=90.23%
2026-01-23 20:44:21 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 49/177| loss=0.396659 | acc=86.72%
2026-01-23 20:44:21 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 50/177| loss=0.393131 | acc=88.87%
2026-01-23 20:44:21 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 51/177| loss=0.390153 | acc=88.87%
2026-01-23 20:44:21 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 52/177| loss=0.349933 | acc=89.65%
2026-01-23 20:44:21 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 53/177| loss=0.412117 | acc=87.89%
2026-01-23 20:44:21 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 54/177| loss=0.318462 | acc=90.62%
