2026-02-13 17:25:59 | INFO | Starting run with seed = 42 and Batch Size = 64
2026-02-13 17:25:59 | INFO | The Device is : cuda
2026-02-13 17:25:59 | INFO | Total Epochs = 3
2026-02-13 17:26:04 | INFO | Total iterations = 2625
2026-02-13 17:26:05 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 1/2625| loss=2.319482| acc=10.94%
2026-02-13 17:26:05 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 2/2625| loss=2.287930| acc=21.88%
2026-02-13 17:26:05 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 3/2625| loss=1.933760| acc=43.75%
2026-02-13 17:26:05 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 4/2625| loss=1.845728| acc=43.75%
2026-02-13 17:26:05 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 5/2625| loss=1.472347| acc=46.88%
2026-02-13 17:26:05 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 6/2625| loss=1.192213| acc=62.50%
2026-02-13 17:26:05 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 7/2625| loss=1.342250| acc=62.50%
2026-02-13 17:26:05 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 8/2625| loss=1.028776| acc=65.62%
2026-02-13 17:26:05 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 9/2625| loss=0.866487| acc=67.19%
2026-02-13 17:26:05 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 10/2625| loss=1.497979| acc=62.50%
2026-02-13 17:26:05 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 11/2625| loss=1.222512| acc=71.88%
2026-02-13 17:26:05 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 12/2625| loss=0.823047| acc=73.44%
2026-02-13 17:26:05 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 13/2625| loss=0.619101| acc=82.81%
2026-02-13 17:26:05 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 14/2625| loss=0.829105| acc=70.31%
2026-02-13 17:26:05 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 15/2625| loss=0.707469| acc=79.69%
2026-02-13 17:26:05 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 16/2625| loss=0.767161| acc=81.25%
2026-02-13 17:26:05 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 17/2625| loss=0.829762| acc=76.56%
2026-02-13 17:26:05 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 18/2625| loss=0.504782| acc=84.38%
2026-02-13 17:26:05 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 19/2625| loss=0.452196| acc=81.25%
2026-02-13 17:26:05 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 20/2625| loss=0.416103| acc=84.38%
2026-02-13 17:26:05 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 21/2625| loss=0.496803| acc=81.25%
2026-02-13 17:26:05 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 22/2625| loss=0.494994| acc=79.69%
2026-02-13 17:26:05 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 23/2625| loss=0.542566| acc=78.12%
2026-02-13 17:26:05 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 24/2625| loss=0.414800| acc=89.06%
2026-02-13 17:26:05 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 25/2625| loss=0.525759| acc=89.06%
2026-02-13 17:26:05 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 26/2625| loss=0.495977| acc=84.38%
2026-02-13 17:26:05 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 27/2625| loss=0.476202| acc=85.94%
2026-02-13 17:26:05 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 28/2625| loss=0.395107| acc=90.62%
2026-02-13 17:26:05 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 29/2625| loss=0.557367| acc=82.81%
2026-02-13 17:26:05 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 30/2625| loss=0.482217| acc=89.06%
2026-02-13 17:26:05 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 31/2625| loss=0.334015| acc=89.06%
2026-02-13 17:26:05 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 32/2625| loss=0.268735| acc=95.31%
2026-02-13 17:26:05 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 33/2625| loss=0.648298| acc=84.38%
2026-02-13 17:26:05 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 34/2625| loss=0.464195| acc=87.50%
2026-02-13 17:26:05 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 35/2625| loss=0.496061| acc=82.81%
2026-02-13 17:26:05 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 36/2625| loss=0.542814| acc=84.38%
2026-02-13 17:26:05 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 37/2625| loss=0.339250| acc=85.94%
2026-02-13 17:26:05 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 38/2625| loss=0.264460| acc=90.62%
2026-02-13 17:26:05 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 39/2625| loss=0.546394| acc=84.38%
2026-02-13 17:26:05 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 40/2625| loss=0.159811| acc=92.19%
2026-02-13 17:26:05 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 41/2625| loss=0.316255| acc=95.31%
2026-02-13 17:26:05 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 42/2625| loss=0.550827| acc=84.38%
2026-02-13 17:26:05 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 43/2625| loss=0.538584| acc=84.38%
2026-02-13 17:26:05 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 44/2625| loss=0.509374| acc=82.81%
2026-02-13 17:26:05 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 45/2625| loss=0.229485| acc=92.19%
2026-02-13 17:26:05 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 46/2625| loss=0.378026| acc=92.19%
2026-02-13 17:26:05 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 47/2625| loss=0.373209| acc=89.06%
2026-02-13 17:26:05 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 48/2625| loss=0.168372| acc=95.31%
2026-02-13 17:26:05 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 49/2625| loss=0.258722| acc=87.50%
2026-02-13 17:26:05 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 50/2625| loss=0.252314| acc=89.06%
2026-02-13 17:26:05 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 51/2625| loss=0.248601| acc=92.19%
2026-02-13 17:26:05 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 52/2625| loss=0.146569| acc=96.88%
2026-02-13 17:26:05 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 53/2625| loss=0.346895| acc=87.50%
2026-02-13 17:26:05 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 54/2625| loss=0.394147| acc=87.50%
2026-02-13 17:26:05 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 55/2625| loss=0.436170| acc=82.81%
2026-02-13 17:26:05 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 56/2625| loss=0.296555| acc=89.06%
2026-02-13 17:26:05 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 57/2625| loss=0.194121| acc=92.19%
2026-02-13 17:26:05 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 58/2625| loss=0.297469| acc=90.62%
2026-02-13 17:26:05 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 59/2625| loss=0.143185| acc=96.88%
2026-02-13 17:26:05 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 60/2625| loss=0.180128| acc=95.31%
2026-02-13 17:26:05 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 61/2625| loss=0.270046| acc=93.75%
2026-02-13 17:26:05 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 62/2625| loss=0.171968| acc=93.75%
2026-02-13 17:26:05 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 63/2625| loss=0.325029| acc=87.50%
2026-02-13 17:26:05 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 64/2625| loss=0.114909| acc=95.31%
2026-02-13 17:26:05 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 65/2625| loss=0.214895| acc=90.62%
2026-02-13 17:26:05 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 66/2625| loss=0.357410| acc=85.94%
2026-02-13 17:26:05 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 67/2625| loss=0.340086| acc=92.19%
2026-02-13 17:26:05 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 68/2625| loss=0.219513| acc=90.62%
2026-02-13 17:26:05 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 69/2625| loss=0.572077| acc=85.94%
