2026-02-13 20:15:33 | INFO | MLP Implementation with JAX From scratch.
2026-02-13 20:15:34 | INFO | JAX devices: [CudaDevice(id=0)]
2026-02-13 20:15:34 | INFO | JAX backend: gpu
2026-02-13 20:15:34 | INFO | Straring run 42 with Seed = 42 and Batch Size=64
2026-02-13 20:15:34 | INFO | Total Epochs = 3
2026-02-13 20:15:42 | INFO | Total iterations = 2625
2026-02-13 20:15:52 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 1/2625| loss=2.329271 | acc=14.06%
2026-02-13 20:15:52 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 2/2625| loss=2.440215 | acc=9.38%
2026-02-13 20:15:52 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 3/2625| loss=2.448571 | acc=6.25%
2026-02-13 20:15:52 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 4/2625| loss=2.382787 | acc=9.38%
2026-02-13 20:15:52 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 5/2625| loss=2.290942 | acc=17.19%
2026-02-13 20:15:52 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 6/2625| loss=2.384802 | acc=15.62%
2026-02-13 20:15:52 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 7/2625| loss=2.382705 | acc=12.50%
2026-02-13 20:15:52 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 8/2625| loss=2.202116 | acc=26.56%
2026-02-13 20:15:52 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 9/2625| loss=2.246173 | acc=18.75%
2026-02-13 20:15:52 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 10/2625| loss=2.253845 | acc=20.31%
2026-02-13 20:15:52 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 11/2625| loss=2.257977 | acc=20.31%
2026-02-13 20:15:52 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 12/2625| loss=2.260246 | acc=20.31%
2026-02-13 20:15:52 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 13/2625| loss=2.232000 | acc=23.44%
2026-02-13 20:15:52 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 14/2625| loss=2.143831 | acc=39.06%
2026-02-13 20:15:52 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 15/2625| loss=2.207947 | acc=20.31%
2026-02-13 20:15:52 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 16/2625| loss=2.210866 | acc=23.44%
2026-02-13 20:15:52 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 17/2625| loss=2.130175 | acc=31.25%
2026-02-13 20:15:52 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 18/2625| loss=2.191921 | acc=31.25%
2026-02-13 20:15:52 | INFO | | An Iteration is Completed| epoch=1/3 | Iteration = 19/2625| loss=2.093546 | acc=37.50%
